Group_ID,Frequency,Location_Risk,Damage_Rate,First_Report_Date,Last_Report_Date,Elapsed_Days,Final_Score
GRP_1650,1,6.4,3,2026-03-23,2026-03-23,25,46.92
GRP_2192,1,7.8,2,2026-01-28,2026-01-28,79,46.92
GRP_1424,1,8.3,1,2025-06-09,2025-06-09,312,46.9
GRP_1540,1,6.1,3,2026-01-25,2026-01-25,82,46.87
GRP_0163,1,9.5,1,2026-02-06,2026-02-06,70,46.85
GRP_1443,1,6.0,2,2025-02-07,2025-02-07,434,46.83
GRP_1429,2,7.9,2,2026-03-31,2026-04-14,17,46.78
GRP_2474,1,8.0,1,2025-04-17,2025-04-17,365,46.76
GRP_1821,1,9.1,1,2025-11-23,2025-11-23,145,46.76
GRP_2974,3,4.2,3,2025-04-01,2025-10-31,381,46.74
GRP_0943,2,5.3,3,2025-10-01,2026-01-19,198,46.73
GRP_2870,1,7.1,2,2025-09-20,2025-09-20,209,46.72
GRP_1991,3,5.9,2,2025-04-09,2026-03-25,373,46.68
GRP_0934,1,4.6,3,2025-04-09,2025-04-09,373,46.65
GRP_0022,2,6.9,2,2025-09-21,2025-10-08,208,46.64
GRP_1668,2,4.3,3,2025-03-17,2025-04-26,396,46.64
GRP_0633,2,6.5,2,2025-07-04,2025-10-11,287,46.62
GRP_1812,1,6.2,2,2025-04-01,2025-04-01,381,46.58
GRP_0714,1,6.1,3,2026-02-09,2026-02-09,67,46.56
GRP_2713,2,4.3,3,2025-03-23,2025-10-28,390,46.54
GRP_2217,1,6.2,3,2026-03-01,2026-03-01,47,46.52
GRP_2309,1,6.0,3,2026-01-22,2026-01-22,85,46.5
GRP_1626,1,7.5,2,2025-12-21,2025-12-21,117,46.49
GRP_1706,1,5.0,3,2025-07-08,2025-07-08,283,46.49
GRP_1434,1,6.0,2,2025-02-23,2025-02-23,418,46.48
GRP_0244,2,5.8,2,2025-02-22,2025-12-18,419,46.48
GRP_1010,1,9.6,1,2026-03-20,2026-03-20,28,46.46
GRP_0481,1,7.5,1,2025-01-22,2025-01-22,450,46.43
GRP_2058,1,8.3,1,2025-07-07,2025-07-07,284,46.38
GRP_2194,1,4.2,3,2025-02-01,2025-02-01,440,46.38
GRP_0252,3,5.6,3,2026-01-24,2026-04-10,83,46.37
GRP_2562,2,7.7,1,2025-04-13,2025-10-13,369,46.36
GRP_0629,3,5.8,2,2025-04-11,2025-11-21,371,46.29
GRP_1386,2,6.4,2,2025-07-01,2025-10-24,290,46.28
GRP_0495,1,8.7,1,2025-10-01,2025-10-01,198,46.26
GRP_0208,1,7.9,1,2025-04-24,2025-04-24,358,46.23
GRP_2970,1,7.2,2,2025-11-06,2025-11-06,162,46.2
GRP_2790,4,4.6,3,2025-08-22,2026-04-03,238,46.19
GRP_2658,1,8.2,1,2025-06-26,2025-06-26,295,46.18
GRP_2204,1,9.1,1,2025-12-24,2025-12-24,114,46.13
GRP_1253,1,6.0,2,2025-03-14,2025-03-14,399,46.12
GRP_1562,2,6.5,2,2025-07-31,2026-04-13,260,46.05
GRP_0519,1,5.7,3,2025-12-20,2025-12-20,118,45.97
GRP_2688,1,6.8,2,2025-08-29,2025-08-29,231,45.95
GRP_0885,1,5.8,3,2026-01-10,2026-01-10,97,45.93
GRP_1539,1,5.9,3,2026-01-29,2026-01-29,78,45.93
GRP_1596,2,7.2,2,2025-12-28,2026-02-12,110,45.92
GRP_2879,1,5.3,3,2025-10-03,2025-10-03,196,45.91
GRP_1642,2,4.4,3,2025-05-16,2025-09-14,336,45.91
GRP_1807,3,6.9,1,2025-01-04,2026-03-02,468,45.91
GRP_1661,2,7.2,1,2025-01-27,2026-04-15,445,45.88
GRP_0853,1,6.7,2,2025-08-12,2025-08-12,248,45.86
GRP_0194,1,9.4,1,2026-03-11,2026-03-11,37,45.83
GRP_1466,2,7.3,1,2025-02-19,2026-03-21,422,45.82
GRP_2602,3,6.2,2,2025-07-24,2026-01-08,267,45.8
GRP_1787,1,7.6,1,2025-03-18,2025-03-18,395,45.79
GRP_1849,1,8.9,1,2025-12-04,2025-12-04,134,45.78
GRP_2944,2,3.7,3,2025-01-02,2025-07-06,470,45.76
GRP_0294,1,4.2,3,2025-03-04,2025-03-04,409,45.76
GRP_2025,2,6.2,2,2025-06-17,2025-09-29,304,45.76
GRP_0233,4,3.4,3,2025-01-17,2025-12-28,455,45.74
GRP_1557,2,7.8,1,2025-06-07,2026-01-25,314,45.68
GRP_0741,2,7.1,1,2025-01-21,2026-02-21,451,45.67
GRP_0394,1,4.1,3,2025-02-18,2025-02-18,423,45.67
GRP_1579,1,5.2,3,2025-09-27,2025-09-27,202,45.65
GRP_0498,1,5.5,3,2025-11-28,2025-11-28,140,45.63
GRP_1785,2,8.5,1,2025-10-30,2025-12-25,169,45.62
GRP_2721,1,5.9,2,2025-03-19,2025-03-19,394,45.61
GRP_1986,1,9.1,1,2026-01-19,2026-01-19,88,45.6
GRP_2129,1,5.5,3,2025-11-29,2025-11-29,139,45.58
GRP_0007,1,7.8,1,2025-05-06,2025-05-06,346,45.57
GRP_1538,2,7.4,1,2025-03-24,2025-07-27,389,45.56
GRP_0068,1,8.9,1,2025-12-15,2025-12-15,123,45.55
GRP_2712,2,5.6,3,2026-01-31,2026-03-02,76,45.48
GRP_1904,2,5.6,3,2026-01-30,2026-04-06,77,45.48
GRP_1406,2,4.5,3,2025-06-25,2025-09-26,296,45.45
GRP_1022,2,5.9,2,2025-05-04,2026-04-06,348,45.44
GRP_0834,1,7.4,2,2026-01-26,2026-01-26,81,45.38
GRP_0954,1,9.5,1,2026-04-22,2026-04-22,-5,45.35
GRP_0773,1,7.4,1,2025-02-28,2025-02-28,413,45.33
GRP_1296,1,6.3,2,2025-06-21,2025-06-21,300,45.32
GRP_2461,1,9.0,1,2026-01-16,2026-01-16,91,45.31
GRP_0961,2,7.0,2,2025-12-18,2026-02-20,120,45.29
GRP_1958,2,5.3,2,2025-01-12,2025-08-30,460,45.25
GRP_1767,2,6.6,2,2025-09-30,2025-12-12,199,45.23
GRP_2328,2,8.5,1,2025-11-17,2026-01-30,151,45.22
GRP_0680,1,9.0,1,2026-01-23,2026-01-23,84,45.18
GRP_1979,3,6.4,2,2025-10-04,2026-01-05,195,45.16
GRP_1184,3,6.0,2,2025-07-14,2025-08-22,277,45.16
GRP_1999,1,6.7,2,2025-09-17,2025-09-17,212,45.15
GRP_1795,1,5.7,2,2025-03-04,2025-03-04,409,45.12
GRP_1100,2,5.4,2,2025-02-11,2025-05-05,430,45.11
GRP_2460,1,8.1,1,2025-07-31,2025-07-31,260,45.11
GRP_1692,1,7.0,2,2025-11-21,2025-11-21,147,45.08
GRP_1001,1,8.4,1,2025-09-30,2025-09-30,199,45.07
GRP_0117,2,7.2,1,2025-03-10,2026-03-25,403,45.07
GRP_2694,2,5.5,3,2026-02-03,2026-04-19,73,45.03
GRP_1897,1,4.8,3,2025-08-08,2025-08-08,252,45.01
GRP_1227,1,5.0,3,2025-09-22,2025-09-22,207,44.95
GRP_1268,1,4.7,3,2025-07-27,2025-07-27,264,44.91
GRP_0727,1,7.1,2,2025-12-22,2025-12-22,116,44.87
GRP_2791,2,3.9,3,2025-03-26,2025-06-05,387,44.87
GRP_0089,1,5.6,3,2026-01-24,2026-01-24,83,44.83
GRP_0227,3,4.4,3,2025-08-14,2025-12-06,246,44.81
GRP_1813,1,5.9,3,2026-03-29,2026-03-29,19,44.81
GRP_2786,3,4.3,3,2025-07-25,2026-01-10,266,44.8
GRP_2547,1,7.8,1,2025-06-14,2025-06-14,307,44.8
GRP_2465,3,5.7,2,2025-06-04,2025-11-17,317,44.75
GRP_0327,3,7.0,1,2025-03-26,2026-04-27,387,44.72
GRP_2292,1,8.2,1,2025-09-09,2025-09-09,220,44.69
GRP_2586,2,4.7,3,2025-09-13,2025-12-08,216,44.65
GRP_0148,1,7.6,2,2026-04-11,2026-04-11,6,44.62
GRP_1173,2,5.1,3,2025-12-04,2026-01-24,134,44.62
GRP_0981,1,4.5,3,2025-06-30,2025-06-30,291,44.6
GRP_0157,1,5.2,3,2025-11-18,2025-11-18,150,44.6
GRP_2083,1,7.4,1,2025-04-06,2025-04-06,376,44.59
GRP_0699,3,8.3,1,2025-12-17,2026-03-23,121,44.57
GRP_1900,1,7.6,2,2026-04-17,2026-04-17,0,44.57
GRP_2035,5,4.7,2,2025-02-11,2025-10-16,430,44.57
GRP_0563,2,5.8,2,2025-05-30,2026-01-28,322,44.54
GRP_1718,1,7.8,1,2025-06-27,2025-06-27,294,44.53
GRP_1685,2,7.4,1,2025-05-18,2026-02-27,334,44.52
GRP_2892,2,8.7,1,2026-01-30,2026-03-10,77,44.52
GRP_0038,1,5.0,3,2025-10-15,2025-10-15,184,44.47
GRP_1898,2,8.3,1,2025-11-14,2026-03-14,154,44.46
GRP_2123,2,3.9,3,2025-04-16,2025-05-02,366,44.45
GRP_0307,1,8.7,1,2025-12-30,2025-12-30,108,44.45
GRP_0959,1,5.6,3,2026-02-16,2026-02-16,60,44.37
GRP_1182,1,7.8,1,2025-07-07,2025-07-07,284,44.34
GRP_2535,2,7.3,1,2025-05-06,2026-03-31,346,44.34
GRP_1640,1,8.5,1,2025-11-25,2025-11-25,143,44.33
GRP_0218,1,6.9,2,2025-12-09,2025-12-09,129,44.32
GRP_1181,1,4.0,3,2025-04-06,2025-04-06,376,44.32
GRP_0861,1,7.9,1,2025-07-28,2025-07-28,263,44.31
GRP_1109,2,7.9,1,2025-09-05,2025-12-13,224,44.3
GRP_0622,1,7.5,1,2025-05-12,2025-05-12,340,44.28
GRP_0120,2,3.4,3,2025-01-17,2025-09-08,455,44.28
GRP_1987,1,4.1,3,2025-04-30,2025-04-30,352,44.26
GRP_1969,1,7.3,1,2025-04-03,2025-04-03,379,44.25
GRP_2848,1,3.8,3,2025-03-02,2025-03-02,411,44.24
GRP_1669,1,6.1,2,2025-07-07,2025-07-07,284,44.23
GRP_2868,1,5.4,2,2025-02-17,2025-02-17,424,44.23
GRP_1686,2,5.0,2,2025-01-04,2026-01-05,468,44.21
GRP_0115,1,7.1,1,2025-02-23,2025-02-23,418,44.21
GRP_0947,2,4.9,3,2025-11-17,2025-12-29,151,44.2
GRP_2362,1,9.2,1,2026-04-22,2026-04-22,-5,44.19
GRP_2597,1,6.7,2,2025-11-07,2025-11-07,161,44.18
GRP_0453,1,3.9,3,2025-03-25,2025-03-25,388,44.14
GRP_0786,1,8.3,1,2025-10-27,2025-10-27,172,44.09
GRP_2375,1,9.0,1,2026-03-18,2026-03-18,30,44.07
GRP_0177,2,4.2,3,2025-07-04,2026-01-04,287,44.06
GRP_1911,1,5.3,3,2026-01-04,2026-01-04,103,44.05
GRP_1255,2,4.0,3,2025-05-29,2026-01-09,323,44.03
GRP_0436,1,7.6,1,2025-06-13,2025-06-13,308,43.99
GRP_0791,2,5.1,2,2025-02-06,2025-05-14,435,43.97
GRP_2455,1,6.2,2,2025-08-07,2025-08-07,253,43.95
GRP_1549,1,9.0,1,2026-03-23,2026-03-23,25,43.94
GRP_1832,2,5.7,2,2025-06-09,2026-03-12,312,43.9
GRP_1493,1,5.5,2,2025-03-23,2025-03-23,390,43.89
GRP_2262,4,2.9,3,2025-01-14,2026-04-26,458,43.79
GRP_2889,1,7.1,2,2026-02-15,2026-02-15,61,43.76
GRP_2114,3,3.5,3,2025-04-10,2026-04-22,372,43.76
GRP_1660,1,6.3,2,2025-09-09,2025-09-09,220,43.76
GRP_1860,2,7.2,1,2025-05-16,2025-08-30,336,43.75
GRP_2341,1,7.9,1,2025-08-27,2025-08-27,233,43.75
GRP_0548,2,6.2,2,2025-09-25,2026-04-06,204,43.75
GRP_1594,2,5.7,2,2025-06-18,2026-02-20,303,43.71
GRP_0211,1,6.3,2,2025-09-08,2025-09-08,221,43.71
GRP_1326,2,7.3,1,2025-06-06,2026-03-10,315,43.71
GRP_2325,2,7.6,1,2025-08-07,2025-11-25,253,43.7
GRP_0370,1,5.5,2,2025-04-08,2025-04-08,374,43.63
GRP_1088,2,4.8,3,2025-11-25,2025-12-15,143,43.58
GRP_0946,1,5.1,2,2025-01-20,2025-01-20,452,43.58
GRP_0679,1,5.7,3,2026-04-21,2026-04-21,-4,43.55
GRP_1827,1,4.2,3,2025-06-25,2025-06-25,296,43.52
GRP_2677,2,6.5,1,2025-01-09,2026-04-12,463,43.51
GRP_0338,1,7.3,1,2025-05-12,2025-05-12,340,43.5
GRP_0096,1,7.0,2,2026-02-08,2026-02-08,68,43.48
GRP_0922,2,3.2,3,2025-01-16,2026-03-10,456,43.48
GRP_1655,2,6.4,2,2025-11-17,2026-04-02,151,43.48
GRP_1589,1,7.8,1,2025-08-20,2025-08-20,240,43.46
GRP_0291,2,4.8,2,2025-01-04,2025-07-20,468,43.44
GRP_1303,1,6.5,2,2025-11-05,2025-11-05,163,43.43
GRP_0957,1,8.0,1,2025-10-08,2025-10-08,191,43.3
GRP_1238,2,4.8,3,2025-12-14,2026-02-27,124,43.27
GRP_1239,2,3.8,3,2025-05-27,2026-03-21,325,43.26
GRP_0552,1,7.6,1,2025-07-21,2025-07-21,270,43.24
GRP_1837,3,7.6,1,2025-10-06,2025-11-23,193,43.23
GRP_2047,1,8.3,1,2025-12-12,2025-12-12,126,43.22
GRP_0118,1,3.3,3,2025-01-11,2025-01-11,461,43.2
GRP_2109,1,7.6,1,2025-07-26,2025-07-26,265,43.2
GRP_0927,3,5.4,2,2025-06-25,2025-12-14,296,43.18
GRP_0238,1,6.2,2,2025-09-15,2025-09-15,214,43.18
GRP_0395,1,5.0,3,2025-12-23,2025-12-23,115,43.14
GRP_0688,3,6.7,1,2025-04-16,2025-12-19,366,43.11
GRP_1725,2,7.7,1,2025-09-26,2026-03-20,203,43.11
GRP_1369,1,6.4,2,2025-10-31,2025-10-31,168,43.08
GRP_0290,1,5.2,3,2026-02-01,2026-02-01,75,43.07
GRP_2333,2,3.4,3,2025-03-17,2025-07-04,396,43.05
GRP_0999,2,6.6,1,2025-02-21,2026-02-13,420,43.05
GRP_2488,2,6.6,1,2025-02-18,2025-10-08,423,43.05
GRP_2238,3,6.9,1,2025-05-28,2025-10-07,324,43.04
GRP_0952,1,3.7,3,2025-04-08,2025-04-08,374,43.04
GRP_1629,1,7.2,1,2025-05-17,2025-05-17,335,43.0
GRP_1333,1,7.9,1,2025-10-01,2025-10-01,198,42.99
GRP_2337,1,3.5,3,2025-03-06,2025-03-06,407,42.96
GRP_1129,2,3.3,3,2025-03-02,2025-08-05,411,42.93
GRP_2794,1,3.9,3,2025-05-26,2025-05-26,326,42.92
GRP_0948,1,6.6,2,2025-12-18,2025-12-18,120,42.9
GRP_2842,1,6.7,1,2025-02-11,2025-02-11,430,42.89
GRP_0689,2,5.1,2,2025-04-02,2025-08-03,380,42.87
GRP_1963,1,7.0,2,2026-03-12,2026-03-12,36,42.84
GRP_0401,2,7.2,1,2025-06-30,2026-03-05,291,42.82
GRP_0215,2,3.5,3,2025-04-21,2026-04-02,361,42.8
GRP_1580,2,5.0,2,2025-03-17,2026-02-27,396,42.8
GRP_0610,1,4.0,3,2025-06-23,2025-06-23,298,42.75
GRP_2801,2,3.2,3,2025-02-22,2026-04-01,419,42.73
GRP_1863,2,5.7,2,2025-08-09,2026-04-09,251,42.73
GRP_0816,1,6.6,2,2025-12-31,2025-12-31,107,42.68
GRP_0134,1,3.3,3,2025-02-05,2025-02-05,436,42.68
GRP_0312,1,8.2,1,2025-12-20,2025-12-20,118,42.66
GRP_0728,1,3.7,3,2025-05-03,2025-05-03,349,42.61
GRP_2294,2,5.1,2,2025-04-15,2025-12-13,367,42.6
GRP_0385,2,5.0,2,2025-03-29,2025-04-01,384,42.59
GRP_2834,3,3.4,3,2025-05-21,2026-02-25,331,42.53
GRP_1716,2,5.6,2,2025-07-31,2026-04-03,260,42.48
GRP_1985,1,5.4,2,2025-05-15,2025-05-15,337,42.47
GRP_2930,1,3.9,3,2025-06-17,2025-06-17,304,42.45
GRP_1501,1,6.3,2,2025-11-13,2025-11-13,155,42.39
GRP_2966,2,5.0,2,2025-04-09,2025-10-03,373,42.37
GRP_2472,2,7.6,1,2025-10-15,2026-01-18,184,42.28
GRP_0640,1,6.5,2,2026-01-02,2026-01-02,105,42.26
GRP_1168,1,7.5,1,2025-08-20,2025-08-20,240,42.25
GRP_1548,1,4.7,2,2025-01-07,2025-01-07,465,42.24
GRP_0926,2,4.2,3,2025-10-07,2025-12-31,192,42.18
GRP_2742,2,6.3,1,2025-02-06,2025-10-24,435,42.14
GRP_1317,1,4.1,3,2025-08-14,2025-08-14,246,42.12
GRP_1510,1,8.6,1,2026-04-06,2026-04-06,11,42.12
GRP_0502,2,6.8,1,2025-05-16,2025-07-23,336,42.11
GRP_0455,1,5.0,3,2026-02-10,2026-02-10,66,42.09
GRP_1363,1,6.8,2,2026-03-11,2026-03-11,37,42.09
GRP_2989,4,2.4,3,2025-01-01,2026-01-22,471,42.07
GRP_0776,2,3.0,3,2025-02-15,2026-04-03,426,42.06
GRP_1152,2,5.2,2,2025-06-03,2025-08-23,318,42.02
GRP_2118,2,3.8,3,2025-07-26,2025-12-08,265,42.01
GRP_0702,1,6.8,1,2025-04-17,2025-04-17,365,42.0
GRP_0703,1,7.4,1,2025-08-15,2025-08-15,245,41.98
GRP_2389,2,5.6,2,2025-08-28,2026-03-16,232,41.96
GRP_1177,1,6.3,2,2025-12-07,2025-12-07,131,41.94
GRP_0098,1,4.6,2,2025-01-04,2025-01-04,468,41.93
GRP_0459,1,7.8,1,2025-11-05,2025-11-05,163,41.93
GRP_2840,1,3.1,3,2025-02-08,2025-02-08,433,41.89
GRP_2135,2,5.0,2,2025-05-01,2025-09-14,351,41.89
GRP_2748,2,6.4,2,2026-02-07,2026-04-02,69,41.88
GRP_2633,1,6.8,2,2026-03-23,2026-03-23,25,41.86
GRP_1941,1,6.6,2,2026-02-10,2026-02-10,66,41.82
GRP_1604,2,3.8,3,2025-08-09,2026-03-10,251,41.78
GRP_1400,1,6.6,1,2025-03-18,2025-03-18,395,41.78
GRP_1034,1,8.5,1,2026-03-31,2026-03-31,17,41.77
GRP_2297,1,4.9,3,2026-02-11,2026-02-11,65,41.73
GRP_2436,1,6.0,2,2025-10-20,2025-10-20,179,41.72
GRP_2215,1,4.7,3,2026-01-03,2026-01-03,104,41.72
GRP_0660,2,4.2,3,2025-11-02,2025-11-07,166,41.71
GRP_0078,1,5.0,3,2026-03-06,2026-03-06,42,41.66
GRP_1903,1,4.9,2,2025-03-18,2025-03-18,395,41.63
GRP_0166,4,2.6,3,2025-03-05,2026-01-30,408,41.63
GRP_1926,1,4.1,3,2025-09-08,2025-09-08,221,41.6
GRP_0858,1,3.3,3,2025-04-03,2025-04-03,379,41.59
GRP_0616,2,3.8,3,2025-08-20,2025-09-01,240,41.57
GRP_0589,1,6.5,2,2026-02-04,2026-02-04,72,41.56
GRP_2796,2,5.2,2,2025-06-28,2025-07-17,293,41.55
GRP_0572,2,3.0,3,2025-03-13,2026-01-07,400,41.52
GRP_2326,1,4.9,3,2026-02-22,2026-02-22,54,41.5
GRP_1242,2,7.0,1,2025-07-30,2025-09-03,261,41.45
GRP_2466,2,6.1,2,2025-12-28,2026-03-08,110,41.45
GRP_1147,3,2.7,3,2025-02-25,2026-04-06,416,41.43
GRP_1514,1,5.6,2,2025-08-14,2025-08-14,246,41.42
GRP_0775,1,4.4,3,2025-11-18,2025-11-18,150,41.39
GRP_1059,2,6.7,1,2025-06-04,2025-10-27,317,41.38
GRP_0528,2,2.8,3,2025-02-12,2025-06-12,429,41.36
GRP_0734,1,3.6,3,2025-06-14,2025-06-14,307,41.32
GRP_2973,1,5.7,2,2025-09-08,2025-09-08,221,41.31
GRP_2764,1,4.2,3,2025-10-17,2025-10-17,182,41.26
GRP_0414,2,4.4,2,2025-02-02,2025-06-18,439,41.24
GRP_1928,2,3.4,3,2025-06-15,2025-11-13,306,41.23
GRP_0641,1,3.3,3,2025-04-27,2025-04-27,355,41.09
GRP_0860,3,2.5,3,2025-02-03,2025-08-06,438,41.08
GRP_0467,1,4.5,3,2025-12-26,2025-12-26,112,41.07
GRP_1981,1,7.5,1,2025-10-19,2025-10-19,180,41.06
GRP_0685,1,5.4,2,2025-07-26,2025-07-26,265,41.02
GRP_1342,2,6.6,1,2025-05-30,2026-01-04,322,41.02
GRP_2287,1,2.8,3,2025-01-21,2025-01-21,451,40.98
GRP_1036,2,4.5,2,2025-03-10,2025-04-20,403,40.96
GRP_1946,2,6.2,1,2025-03-19,2025-06-10,394,40.91
GRP_2451,2,3.8,3,2025-09-22,2026-01-20,207,40.88
GRP_0859,1,6.1,1,2025-01-24,2025-01-24,448,40.85
GRP_1229,1,6.5,1,2025-04-14,2025-04-14,368,40.81
GRP_2185,2,6.3,1,2025-04-11,2026-02-09,371,40.8
GRP_2553,1,3.3,3,2025-05-15,2025-05-15,337,40.78
GRP_0272,1,4.5,3,2026-01-08,2026-01-08,99,40.76
GRP_2302,2,4.7,2,2025-04-29,2025-10-26,353,40.75
GRP_0920,2,6.5,1,2025-05-27,2026-01-30,325,40.73
GRP_1197,1,6.0,2,2025-12-12,2025-12-12,126,40.64
GRP_0534,1,8.3,1,2026-04-21,2026-04-21,-4,40.62
GRP_2136,1,6.1,2,2026-01-07,2026-01-07,100,40.54
GRP_0652,2,3.7,3,2025-09-19,2026-03-22,210,40.51
GRP_0649,1,2.8,3,2025-02-17,2025-02-17,424,40.51
GRP_1214,1,4.9,3,2026-04-10,2026-04-10,7,40.51
GRP_0873,1,4.4,2,2025-02-03,2025-02-03,438,40.49
GRP_0185,1,5.7,2,2025-10-21,2025-10-21,178,40.49
GRP_0757,1,3.6,3,2025-07-30,2025-07-30,261,40.46
GRP_1208,3,5.8,1,2025-02-28,2025-06-09,413,40.45
GRP_1460,1,7.6,1,2025-12-11,2025-12-11,127,40.4
GRP_0575,2,4.4,2,2025-03-18,2025-07-12,395,40.39
GRP_0245,1,5.6,2,2025-10-08,2025-10-08,191,40.36
GRP_2479,2,5.4,2,2025-10-04,2026-01-28,195,40.35
GRP_1990,2,3.2,3,2025-06-23,2025-07-21,298,40.34
GRP_0386,1,5.0,2,2025-06-13,2025-06-13,308,40.29
GRP_0100,1,4.7,3,2026-03-14,2026-03-14,34,40.27
GRP_0181,1,7.0,1,2025-08-24,2025-08-24,236,40.19
GRP_0611,3,2.4,3,2025-03-01,2026-03-26,412,40.16
GRP_0880,1,6.0,1,2025-02-08,2025-02-08,433,40.11
GRP_2789,2,4.4,3,2026-03-01,2026-03-14,47,40.08
GRP_2788,1,5.0,2,2025-06-23,2025-06-23,298,40.06
GRP_0970,4,5.0,2,2025-10-19,2026-01-20,180,39.99
GRP_0621,4,4.2,2,2025-05-13,2025-07-12,339,39.98
GRP_0777,1,5.3,2,2025-08-28,2025-08-28,232,39.98
GRP_2608,1,6.6,1,2025-06-17,2025-06-17,304,39.95
GRP_0764,1,3.4,3,2025-07-16,2025-07-16,275,39.94
GRP_0499,1,3.5,3,2025-08-06,2025-08-06,254,39.91
GRP_1335,1,6.0,2,2026-01-23,2026-01-23,84,39.82
GRP_0648,2,4.3,2,2025-03-28,2025-05-09,385,39.78
GRP_0131,1,7.8,1,2026-02-20,2026-02-20,56,39.75
GRP_2679,1,6.0,1,2025-02-27,2025-02-27,414,39.73
GRP_2087,1,8.0,1,2026-04-06,2026-04-06,11,39.71
GRP_0332,3,5.5,1,2025-02-06,2025-11-09,435,39.67
GRP_1855,1,7.8,1,2026-02-25,2026-02-25,51,39.66
GRP_0258,6,4.9,1,2025-01-28,2026-03-04,444,39.66
GRP_1967,1,6.2,2,2026-03-11,2026-03-11,37,39.63
GRP_2731,1,7.6,1,2026-01-19,2026-01-19,88,39.63
GRP_0358,1,3.6,3,2025-09-09,2025-09-09,220,39.63
GRP_1760,1,2.8,3,2025-03-31,2025-03-31,382,39.63
GRP_1052,1,5.9,2,2026-01-15,2026-01-15,92,39.54
GRP_2321,1,5.8,1,2025-01-28,2025-01-28,444,39.53
GRP_2230,1,6.1,1,2025-03-29,2025-03-29,384,39.52
GRP_0546,1,3.3,3,2025-07-15,2025-07-15,276,39.5
GRP_1394,2,5.5,1,2025-01-07,2026-01-09,465,39.49
GRP_1870,1,6.3,1,2025-05-11,2025-05-11,341,39.46
GRP_1741,1,7.1,1,2025-10-20,2025-10-20,179,39.43
GRP_1553,1,5.5,2,2025-11-05,2025-11-05,163,39.42
GRP_2077,2,5.0,2,2025-09-03,2026-02-11,226,39.41
GRP_1682,1,6.2,1,2025-04-25,2025-04-25,357,39.4
GRP_2810,1,3.3,3,2025-07-23,2025-07-23,268,39.38
GRP_0494,2,6.8,1,2025-09-30,2025-12-06,199,39.37
GRP_0403,2,3.5,3,2025-10-07,2025-12-14,192,39.35
GRP_0599,2,5.5,1,2025-01-14,2025-02-06,458,39.35
GRP_1318,2,4.7,2,2025-07-10,2026-01-17,281,39.32
GRP_2422,2,3.9,2,2025-01-30,2025-06-15,442,39.29
GRP_0279,1,6.1,2,2026-03-11,2026-03-11,37,39.28
GRP_1313,2,2.4,3,2025-03-07,2025-05-18,406,39.28
GRP_0807,1,5.0,2,2025-08-01,2025-08-01,259,39.27
GRP_1322,2,4.7,2,2025-07-15,2026-04-15,276,39.23
GRP_0614,1,4.2,2,2025-02-27,2025-02-27,414,39.22
GRP_0592,1,3.5,3,2025-09-09,2025-09-09,220,39.2
GRP_1731,1,7.1,1,2025-11-04,2025-11-04,164,39.17
GRP_1480,1,7.6,1,2026-02-11,2026-02-11,65,39.16
GRP_0949,1,5.7,1,2025-01-29,2025-01-29,443,39.13
GRP_2962,1,4.5,2,2025-05-05,2025-05-05,347,39.1
GRP_0903,1,6.0,1,2025-03-30,2025-03-30,383,39.09
GRP_2613,1,2.3,3,2025-01-16,2025-01-16,456,39.09
GRP_1906,2,5.5,1,2025-01-28,2025-09-03,444,39.08
GRP_1412,1,7.4,1,2026-01-08,2026-01-08,99,39.04
GRP_0681,1,2.8,3,2025-05-01,2025-05-01,351,38.98
GRP_0425,1,4.1,3,2026-01-25,2026-01-25,82,38.88
GRP_0772,2,5.8,1,2025-04-10,2026-02-18,372,38.88
GRP_0379,2,4.9,2,2025-09-09,2025-10-18,220,38.88
GRP_2048,1,5.8,2,2026-02-01,2026-02-01,75,38.83
GRP_1998,3,5.9,1,2025-06-07,2025-07-26,314,38.83
GRP_1046,1,6.0,2,2026-03-15,2026-03-15,33,38.81
GRP_0832,2,3.3,3,2025-09-28,2025-12-03,201,38.8
GRP_2046,1,5.3,2,2025-10-25,2025-10-25,174,38.77
GRP_2704,1,7.1,1,2025-11-23,2025-11-23,145,38.76
GRP_0461,1,6.8,1,2025-09-26,2025-09-26,203,38.73
GRP_2308,2,5.4,1,2025-01-26,2026-01-27,446,38.7
GRP_0213,2,3.8,2,2025-02-16,2025-06-25,425,38.62
GRP_2073,1,4.0,2,2025-02-15,2025-02-15,426,38.62
GRP_0839,1,5.1,2,2025-09-24,2025-09-24,205,38.61
GRP_2869,1,4.2,3,2026-02-25,2026-02-25,51,38.59
GRP_0657,1,3.9,2,2025-01-30,2025-01-30,442,38.56
GRP_1008,1,3.6,3,2025-11-02,2025-11-02,166,38.55
GRP_2775,1,5.7,2,2026-01-28,2026-01-28,79,38.55
GRP_1219,2,3.2,3,2025-09-22,2026-01-20,207,38.53
GRP_2440,1,7.8,1,2026-04-27,2026-04-27,-10,38.48
GRP_2379,1,6.0,1,2025-05-01,2025-05-01,351,38.45
GRP_1728,1,5.0,2,2025-09-12,2025-09-12,217,38.45
GRP_0203,1,5.3,2,2025-11-12,2025-11-12,156,38.42
GRP_1183,2,3.8,2,2025-02-24,2025-11-15,417,38.41
GRP_1841,2,2.8,3,2025-07-10,2026-03-30,281,38.38
